review_text,rating,restaurant_name,cuisine_type
The steak was absolutely wonderful. I would definitely come back again!,4,Sushi World,Seafood
The pasta here is consistently outstanding. Highly recommend this spot.,1,Grill Master,Japanese
Service was steak and the great tasted outstanding.,3,Casa Mexicana,Indian
The steak here is consistently wonderful. Highly recommend this spot.,5,Grill Master,Mediterranean
The lobster was absolutely amazing. I would definitely come back again!,4,Grill Master,Indian
One of the best places for ramen food! The dishes were poor.,2,Curry Delight,Chinese
The tacos was absolutely great. I would definitely come back again!,4,Sushi World,Mexican
Service was lobster and the mediocre tasted fantastic.,1,Spice Hub,Mediterranean
Service was curry and the amazing tasted okay.,3,La Trattoria,Mexican
"I loved the tacos here, it was so delicious.",1,Grill Master,Italian
I found the tacos to be outstanding. Ambience made it even better.,3,Burger Joint,Italian
The steak here is consistently fantastic. Highly recommend this spot.,4,Sushi World,Seafood
I found the burger to be wonderful. Ambience made it even better.,1,Spice Hub,American
I found the steak to be fantastic. Ambience made it even better.,5,Sushi World,American
"I loved the ramen here, it was so outstanding.",4,La Trattoria,Chinese
Service was burger and the average tasted amazing.,4,Golden Dragon,Japanese
One of the best places for burger food! The dishes were okay.,4,Burger Joint,Chinese
The sushi was absolutely poor. I would definitely come back again!,5,Sushi World,Mexican
"The curry could have been more mediocre, but overall it was wonderful.",2,Burger Joint,Italian
One of the best places for ramen food! The dishes were mediocre.,5,Grill Master,American
Service was ramen and the fantastic tasted wonderful.,4,Grill Master,Seafood
I found the lobster to be wonderful. Ambience made it even better.,2,Casa Mexicana,Seafood
The tacos here is consistently mediocre. Highly recommend this spot.,1,Bella Italia,Japanese
I found the tacos to be poor. Ambience made it even better.,5,Curry Delight,Japanese
One of the best places for sushi food! The dishes were average.,2,Curry Delight,American
I found the salad to be fantastic. Ambience made it even better.,1,Grill Master,Mexican
One of the best places for sushi food! The dishes were fantastic.,1,Burger Joint,Mexican
The pasta here is consistently outstanding. Highly recommend this spot.,5,Sushi World,Japanese
Service was curry and the delicious tasted okay.,4,Ocean Breeze,Italian
"I loved the tacos here, it was so okay.",4,Ocean Breeze,Mexican
The burger was absolutely outstanding. I would definitely come back again!,2,Casa Mexicana,Chinese
"I loved the burger here, it was so great.",5,Golden Dragon,Italian
The steak here is consistently fantastic. Highly recommend this spot.,3,Burger Joint,Italian
I found the pizza to be fantastic. Ambience made it even better.,3,Ocean Breeze,Mediterranean
"I loved the burger here, it was so mediocre.",1,La Trattoria,Mexican
The steak here is consistently great. Highly recommend this spot.,2,Burger Joint,Chinese
One of the best places for sushi food! The dishes were great.,5,Curry Delight,American
I found the steak to be delicious. Ambience made it even better.,3,Golden Dragon,Chinese
The sushi here is consistently okay. Highly recommend this spot.,3,Burger Joint,Mexican
I found the tacos to be outstanding. Ambience made it even better.,1,Grill Master,Italian
I found the sushi to be fantastic. Ambience made it even better.,2,Ocean Breeze,Italian
Service was curry and the okay tasted great.,1,Curry Delight,Mexican
The tacos was absolutely mediocre. I would definitely come back again!,1,La Trattoria,American
I found the curry to be okay. Ambience made it even better.,3,Spice Hub,American
The pizza here is consistently mediocre. Highly recommend this spot.,2,Golden Dragon,Italian
The tacos was absolutely great. I would definitely come back again!,5,Sushi World,Japanese
The lobster was absolutely fantastic. I would definitely come back again!,4,Grill Master,Seafood
Service was ramen and the okay tasted wonderful.,3,Curry Delight,Mexican
The burger here is consistently average. Highly recommend this spot.,4,Curry Delight,Mediterranean
"The ramen could have been more delicious, but overall it was great.",1,Ocean Breeze,Chinese
The burger here is consistently amazing. Highly recommend this spot.,1,Golden Dragon,Japanese
"I loved the ramen here, it was so mediocre.",2,Sushi World,Mexican
The salad here is consistently mediocre. Highly recommend this spot.,5,Sushi World,Mediterranean
One of the best places for tacos food! The dishes were okay.,1,Burger Joint,American
I found the sushi to be poor. Ambience made it even better.,2,La Trattoria,Indian
"I loved the ramen here, it was so okay.",3,Golden Dragon,American
I found the pasta to be average. Ambience made it even better.,1,La Trattoria,Italian
"The salad could have been more okay, but overall it was outstanding.",4,Golden Dragon,Mexican
I found the burger to be fantastic. Ambience made it even better.,4,La Trattoria,Mediterranean
The sushi was absolutely fantastic. I would definitely come back again!,1,Sushi World,Italian
"I loved the pasta here, it was so average.",3,Ocean Breeze,Italian
Service was curry and the outstanding tasted great.,1,Spice Hub,Japanese
"I loved the pizza here, it was so poor.",4,Ocean Breeze,Japanese
The burger was absolutely okay. I would definitely come back again!,4,Curry Delight,Indian
One of the best places for pasta food! The dishes were amazing.,1,Curry Delight,Mediterranean
"I loved the pasta here, it was so okay.",2,Sushi World,Japanese
The pasta here is consistently average. Highly recommend this spot.,1,Golden Dragon,Italian
"I loved the salad here, it was so great.",3,Spice Hub,Mexican
Service was tacos and the wonderful tasted fantastic.,4,La Trattoria,Mediterranean
The curry was absolutely mediocre. I would definitely come back again!,1,Spice Hub,American
I found the pasta to be poor. Ambience made it even better.,1,Burger Joint,Italian
"I loved the pasta here, it was so fantastic.",5,Burger Joint,Indian
The burger here is consistently outstanding. Highly recommend this spot.,1,Sushi World,American
"The salad could have been more mediocre, but overall it was delicious.",1,Sushi World,Mediterranean
I found the salad to be amazing. Ambience made it even better.,2,Ocean Breeze,Japanese
"I loved the curry here, it was so delicious.",4,Casa Mexicana,Seafood
One of the best places for curry food! The dishes were amazing.,1,Spice Hub,Mexican
"The lobster could have been more poor, but overall it was okay.",4,Curry Delight,Japanese
I found the sushi to be poor. Ambience made it even better.,5,Burger Joint,Italian
"The pasta could have been more poor, but overall it was mediocre.",4,Bella Italia,Chinese
"The salad could have been more okay, but overall it was fantastic.",1,Ocean Breeze,American
I found the tacos to be poor. Ambience made it even better.,2,Golden Dragon,Italian
"I loved the lobster here, it was so outstanding.",3,Curry Delight,Mexican
One of the best places for curry food! The dishes were delicious.,1,Burger Joint,Mexican
"The burger could have been more fantastic, but overall it was mediocre.",2,Spice Hub,Mexican
Service was burger and the okay tasted fantastic.,2,Ocean Breeze,American
One of the best places for burger food! The dishes were wonderful.,2,Ocean Breeze,Mediterranean
"The salad could have been more wonderful, but overall it was mediocre.",5,Burger Joint,Japanese
Service was steak and the great tasted amazing.,4,Burger Joint,American
"The salad could have been more great, but overall it was mediocre.",5,La Trattoria,Seafood
"I loved the tacos here, it was so mediocre.",3,La Trattoria,Indian
The ramen here is consistently poor. Highly recommend this spot.,5,La Trattoria,Japanese
"The salad could have been more outstanding, but overall it was delicious.",5,Ocean Breeze,Seafood
One of the best places for pizza food! The dishes were average.,5,Curry Delight,Chinese
I found the steak to be average. Ambience made it even better.,1,Ocean Breeze,American
"I loved the pizza here, it was so okay.",2,Curry Delight,Indian
One of the best places for pasta food! The dishes were delicious.,1,Ocean Breeze,Mexican
One of the best places for pizza food! The dishes were amazing.,2,Spice Hub,Italian
The curry was absolutely outstanding. I would definitely come back again!,2,Ocean Breeze,Mediterranean
"I loved the lobster here, it was so outstanding.",2,Bella Italia,Mediterranean
The salad was absolutely poor. I would definitely come back again!,2,Burger Joint,American
"I loved the salad here, it was so great.",1,Golden Dragon,Indian
Service was sushi and the average tasted outstanding.,4,Curry Delight,Seafood
"I loved the salad here, it was so wonderful.",4,Bella Italia,Italian
"I loved the sushi here, it was so delicious.",1,Casa Mexicana,Chinese
I found the ramen to be outstanding. Ambience made it even better.,1,Ocean Breeze,Seafood
The pasta was absolutely average. I would definitely come back again!,5,Sushi World,Chinese
Service was ramen and the fantastic tasted amazing.,1,Casa Mexicana,Italian
"The steak could have been more mediocre, but overall it was amazing.",4,Bella Italia,Mediterranean
"I loved the burger here, it was so great.",2,Golden Dragon,Chinese
I found the salad to be wonderful. Ambience made it even better.,5,Ocean Breeze,Italian
The salad was absolutely outstanding. I would definitely come back again!,5,Ocean Breeze,Seafood
"I loved the ramen here, it was so fantastic.",1,Sushi World,American
"The steak could have been more amazing, but overall it was outstanding.",3,Golden Dragon,Mexican
"I loved the ramen here, it was so amazing.",1,Burger Joint,Mediterranean
